id	pop	treat	fish_id	library	well	library_position
cl_s_310	cl	s	310	18	F8	62
lb_f_140	lb	f	140	18	B3	18
lb_f_184	lb	f	184	18	B6	42
lb_f_207	lb	f	207	18	G5	39
lb_f_268	lb	f	268	18	E6	45
lb_f_277	lb	f	277	18	D4	28
lb_f_284	lb	f	284	18	A5	33
lb_s_38	lb	s	38	18	F1	6
lb_s_75	lb	s	75	18	F6	46
lb_s_83	lb	s	83	18	E3	21
lb_s_108	lb	s	108	18	C10	75
lb_s_165	lb	s	165	18	E5	37
lb_s_192	lb	s	192	18	G10	79
lb_s_195	lb	s	195	18	D8	60
lb_s_237	lb	s	237	18	C8	59
lb_s_254	lb	s	254	18	A10	73
lb_s_295	lb	s	295	18	E8	61
rs_f_8	rs	f	8	18	E4	29
rs_f_10	rs	f	10	18	A9	65
rs_f_52	rs	f	52	18	A4	25
rs_f_54	rs	f	54	18	F5	38
rs_f_139	rs	f	139	18	G7	55
rs_f_166	rs	f	166	18	C5	35
rs_f_168	rs	f	168	18	G4	31
rs_f_169	rs	f	169	18	G9	71
rs_f_230	rs	f	230	18	A3	17
rs_s_2	rs	s	2	18	A2	9
rs_s_6	rs	s	6	18	D7	52
rs_s_17	rs	s	17	18	B4	26
rs_s_127	rs	s	127	18	B5	34
rs_s_152	rs	s	152	18	D5	36
rs_s_181	rs	s	181	18	E1	5
rs_s_184	rs	s	184	18	E2	13
rs_s_220	rs	s	220	18	D1	4
rs_s_223	rs	s	223	18	F4	30
rs_s_241	rs	s	241	18	H9	72
rs_s_242	rs	s	242	18	E9	69
rs_s_262	rs	s	262	18	B7	50
rs_s_271	rs	s	271	18	G6	47
rs_s_296	rs	s	296	18	A8	57
rs_s_299	rs	s	299	18	D9	68
rs_s_338	rs	s	338	18	B2	10
rs_s_364	rs	s	364	18	C9	67
rs_s_386	rs	s	386	18	F7	54
bb_f_6	bb	f	6	19	B4	26
bb_f_9	bb	f	9	19	E9	69
bb_f_68	bb	f	68	19	C10	75
bb_f_99	bb	f	99	19	D9	68
bb_f_116	bb	f	116	19	A2	9
bb_f_148	bb	f	148	19	A3	17
bb_f_181	bb	f	181	19	F7	54
bb_f_225	bb	f	225	19	B8	58
bb_f_232	bb	f	232	19	E10	77
bb_f_239	bb	f	239	19	C6	43
bb_s_33	bb	s	33	19	A6	41
bb_s_147	bb	s	147	19	G1	7
bb_s_208	bb	s	208	19	F9	70
bb_s_210	bb	s	210	19	C3	19
bb_s_239	bb	s	239	19	D5	36
bb_s_300	bb	s	300	19	A9	65
bb_s_311	bb	s	311	19	F10	78
cl_f_87	cl	f	87	19	E7	53
cl_f_140	cl	f	140	19	B7	50
cl_f_146	cl	f	146	19	F6	46
cl_f_147	cl	f	147	19	G7	55
cl_f_157	cl	f	157	19	A5	33
cl_f_164	cl	f	164	19	C1	3
cl_f_166	cl	f	166	19	E3	21
cl_f_175	cl	f	175	19	F5	38
cl_f_182	cl	f	182	19	E1	5
cl_f_206	cl	f	206	19	G8	63
cl_f_213	cl	f	213	19	E8	61
cl_f_224	cl	f	224	19	H1	8
cl_f_242	cl	f	242	19	B9	66
cl_f_259	cl	f	259	19	G6	47
cl_s_11	cl	s	11	19	F4	30
cl_s_19	cl	s	19	19	G3	23
cl_s_36	cl	s	36	19	D10	76
cl_s_47	cl	s	47	19	H10	80
cl_s_72	cl	s	72	19	E2	13
cl_s_141	cl	s	141	19	A10	73
cl_s_148	cl	s	148	19	D2	12
cl_s_149	cl	s	149	19	G5	39
cl_s_157	cl	s	157	19	B5	34
cl_s_169	cl	s	169	19	D4	28
cl_s_185	cl	s	185	19	A8	57
cl_s_214	cl	s	214	19	G10	79
cl_s_295	cl	s	295	19	B3	18
lb_f_81	lb	f	81	19	F1	6
lb_f_115	lb	f	115	19	H2	16
lb_f_167	lb	f	167	19	H9	72
lb_f_208	lb	f	208	19	C2	11
lb_f_279	lb	f	279	19	C4	27
lb_s_1	lb	s	1	19	H6	48
lb_s_58	lb	s	58	19	F8	62
lb_s_124	lb	s	124	19	E6	45
lb_s_132	lb	s	132	19	D1	4
lb_s_137	lb	s	137	19	G2	15
lb_s_146	lb	s	146	19	B1	2
lb_s_218	lb	s	218	19	A4	25
lb_s_221	lb	s	221	19	H3	24
lb_s_240	lb	s	240	19	B10	74
lb_s_245	lb	s	245	19	C7	51
rs_f_3	rs	f	3	19	C5	35
rs_f_43	rs	f	43	19	B6	42
rs_f_68	rs	f	68	19	D7	52
rs_f_124	rs	f	124	19	B2	10
rs_f_226	rs	f	226	19	C8	59
rs_f_243	rs	f	243	19	H4	32
rs_f_268	rs	f	268	19	D8	60
rs_f_287	rs	f	287	19	F3	22
rs_s_1	rs	s	1	19	A7	49
rs_s_19	rs	s	19	19	F2	14
rs_s_20	rs	s	20	19	D6	44
rs_s_38	rs	s	38	19	G9	71
rs_s_88	rs	s	88	19	H5	40
rs_s_91	rs	s	91	19	A1	1
rs_s_139	rs	s	139	19	E5	37
rs_s_157	rs	s	157	19	G4	31
rs_s_158	rs	s	158	19	D3	20
rs_s_176	rs	s	176	19	C9	67
rs_s_177	rs	s	177	19	E4	29
rs_s_221	rs	s	221	19	H8	64
rs_s_319	rs	s	319	19	H7	56
bb_f_93	bb	f	93	20	C9	67
bb_f_108	bb	f	108	20	E2	13
bb_f_152	bb	f	152	20	E8	61
bb_f_193	bb	f	193	20	C7	51
bb_f_251	bb	f	251	20	A7	49
bb_f_305	bb	f	305	20	F3	22
bb_f_313	bb	f	313	20	F10	78
bb_s_4	bb	s	4	20	G1	7
bb_s_44	bb	s	44	20	B9	66
bb_s_144	bb	s	144	20	C10	75
bb_s_162	bb	s	162	20	F5	38
bb_s_255	bb	s	255	20	G10	79
bb_s_266	bb	s	266	20	B6	42
bb_s_285	bb	s	285	20	C5	35
cl_f_12	cl	f	12	20	F2	14
cl_f_32	cl	f	32	20	G4	31
cl_f_65	cl	f	65	20	D9	68
cl_f_69	cl	f	69	20	A10	73
cl_f_84	cl	f	84	20	A1	1
cl_f_125	cl	f	125	20	D8	60
cl_f_208	cl	f	208	20	C2	11
cl_f_265	cl	f	265	20	A9	65
cl_s_14	cl	s	14	20	E3	21
cl_s_15	cl	s	15	20	C1	3
cl_s_49	cl	s	49	20	E7	53
cl_s_68	cl	s	68	20	E10	77
cl_s_100	cl	s	100	20	H4	32
cl_s_158	cl	s	158	20	E1	5
cl_s_171	cl	s	171	20	D2	12
cl_s_172	cl	s	172	20	G9	71
cl_s_191	cl	s	191	20	D10	76
cl_s_265	cl	s	265	20	D6	44
cl_s_267	cl	s	267	20	F8	62
cl_s_274	cl	s	274	20	H2	16
lb_f_119	lb	f	119	20	G3	23
lb_f_123	lb	f	123	20	C4	27
lb_f_130	lb	f	130	20	A6	41
lb_f_164	lb	f	164	20	H5	40
lb_f_172	lb	f	172	20	F9	70
lb_f_181	lb	f	181	20	H9	72
lb_f_258	lb	f	258	20	B7	50
lb_f_266	lb	f	266	20	H10	80
lb_f_304	lb	f	304	20	H6	48
lb_s_9	lb	s	9	20	C8	59
lb_s_10	lb	s	10	20	H7	56
lb_s_17	lb	s	17	20	D3	20
lb_s_56	lb	s	56	20	D4	28
lb_s_67	lb	s	67	20	G8	63
lb_s_93	lb	s	93	20	H3	24
lb_s_107	lb	s	107	20	H8	64
lb_s_131	lb	s	131	20	D7	52
lb_s_164	lb	s	164	20	H1	8
lb_s_168	lb	s	168	20	G2	15
lb_s_172	lb	s	172	20	B4	26
lb_s_214	lb	s	214	20	B5	34
lb_s_226	lb	s	226	20	B10	74
lb_s_227	lb	s	227	20	B2	10
lb_s_264	lb	s	264	20	A3	17
lb_s_301	lb	s	301	20	B8	58
rs_f_9	rs	f	9	20	F6	46
rs_f_71	rs	f	71	20	A8	57
rs_f_75	rs	f	75	20	B3	18
rs_f_76	rs	f	76	20	B1	2
rs_f_77	rs	f	77	20	C6	43
rs_f_122	rs	f	122	20	F7	54
rs_f_202	rs	f	202	20	F4	30
rs_f_212	rs	f	212	20	G7	55
rs_f_269	rs	f	269	20	E5	37
rs_s_29	rs	s	29	20	D5	36
rs_s_42	rs	s	42	20	E4	29
rs_s_98	rs	s	98	20	F1	6
rs_s_102	rs	s	102	20	D1	4
rs_s_114	rs	s	114	20	A5	33
rs_s_117	rs	s	117	20	E9	69
rs_s_161	rs	s	161	20	A2	9
rs_s_164	rs	s	164	20	G5	39
rs_s_178	rs	s	178	20	G6	47
rs_s_191	rs	s	191	20	A4	25
rs_s_359	rs	s	359	20	E6	45
rs_s_374	rs	s	374	20	C3	19
bb_f_19	bb	f	19	21	E3	21
bb_f_24	bb	f	24	21	C3	19
bb_f_58	bb	f	58	21	D6	44
bb_f_160	bb	f	160	21	C8	59
bb_f_164	bb	f	164	21	E1	5
bb_f_183	bb	f	183	21	D5	36
bb_f_220	bb	f	220	21	E5	37
bb_f_288	bb	f	288	21	B4	26
bb_s_16	bb	s	16	21	A3	17
bb_s_23	bb	s	23	21	D8	60
bb_s_135	bb	s	135	21	A9	65
bb_s_152	bb	s	152	21	E7	53
bb_s_184	bb	s	184	21	G1	7
bb_s_199	bb	s	199	21	B9	66
bb_s_320	bb	s	320	21	H1	8
cl_f_15	cl	f	15	21	F10	78
cl_f_20	cl	f	20	21	A7	49
cl_f_40	cl	f	40	21	D3	20
cl_f_63	cl	f	63	21	B5	34
cl_f_71	cl	f	71	21	A2	9
cl_f_72	cl	f	72	21	E2	13
cl_f_78	cl	f	78	21	A10	73
cl_f_136	cl	f	136	21	A8	57
cl_f_158	cl	f	158	21	D7	52
cl_f_178	cl	f	178	21	G8	63
cl_f_202	cl	f	202	21	G7	55
cl_f_244	cl	f	244	21	G10	79
cl_f_275	cl	f	275	21	B6	42
cl_f_306	cl	f	306	21	C2	11
cl_s_1	cl	s	1	21	H2	16
cl_s_26	cl	s	26	21	F4	30
cl_s_29	cl	s	29	21	B10	74
cl_s_35	cl	s	35	21	H8	64
cl_s_45	cl	s	45	21	F6	46
cl_s_80	cl	s	80	21	A1	1
cl_s_126	cl	s	126	21	A6	41
cl_s_129	cl	s	129	21	G6	47
cl_s_135	cl	s	135	21	C4	27
cl_s_170	cl	s	170	21	F2	14
cl_s_209	cl	s	209	21	C5	35
lb_f_104	lb	f	104	21	H7	56
lb_f_169	lb	f	169	21	A4	25
lb_f_179	lb	f	179	21	F7	54
lb_f_182	lb	f	182	21	B8	58
lb_f_191	lb	f	191	21	H5	40
lb_f_217	lb	f	217	21	A5	33
lb_f_236	lb	f	236	21	G2	15
lb_f_273	lb	f	273	21	E10	77
lb_f_286	lb	f	286	21	F5	38
lb_f_315	lb	f	315	21	B1	2
lb_s_22	lb	s	22	21	D4	28
lb_s_84	lb	s	84	21	B7	50
lb_s_114	lb	s	114	21	D9	68
lb_s_147	lb	s	147	21	C7	51
lb_s_173	lb	s	173	21	C9	67
lb_s_175	lb	s	175	21	C1	3
lb_s_189	lb	s	189	21	F1	6
lb_s_217	lb	s	217	21	F8	62
lb_s_234	lb	s	234	21	G4	31
rs_f_2	rs	f	2	21	D10	76
rs_f_4	rs	f	4	21	G5	39
rs_f_16	rs	f	16	21	H10	80
rs_f_24	rs	f	24	21	H3	24
rs_f_31	rs	f	31	21	E8	61
rs_f_140	rs	f	140	21	H6	48
rs_f_157	rs	f	157	21	F9	70
rs_s_23	rs	s	23	21	C10	75
rs_s_27	rs	s	27	21	B2	10
rs_s_35	rs	s	35	21	E4	29
rs_s_64	rs	s	64	21	H9	72
rs_s_103	rs	s	103	21	G9	71
rs_s_105	rs	s	105	21	F3	22
rs_s_122	rs	s	122	21	D2	12
rs_s_133	rs	s	133	21	C6	43
rs_s_138	rs	s	138	21	G3	23
rs_s_175	rs	s	175	21	B3	18
rs_s_210	rs	s	210	21	H4	32
rs_s_227	rs	s	227	21	E6	45
rs_s_244	rs	s	244	21	E9	69
rs_s_377	rs	s	377	21	D1	4
bb_f_4	bb	f	4	22	B7	50
bb_f_20	bb	f	20	22	F10	78
bb_f_51	bb	f	51	22	C6	43
bb_f_88	bb	f	88	22	B9	66
bb_f_142	bb	f	142	22	F5	38
bb_f_190	bb	f	190	22	H5	40
bb_f_205	bb	f	205	22	D7	52
bb_f_212	bb	f	212	22	H1	8
bb_f_216	bb	f	216	22	A4	25
bb_f_217	bb	f	217	22	D5	36
bb_f_275	bb	f	275	22	E5	37
bb_s_34	bb	s	34	22	H10	80
bb_s_113	bb	s	113	22	C3	19
bb_s_145	bb	s	145	22	H9	72
bb_s_179	bb	s	179	22	D10	76
bb_s_227	bb	s	227	22	B1	2
bb_s_249	bb	s	249	22	C1	3
bb_s_292	bb	s	292	22	H3	24
bb_s_316	bb	s	316	22	C5	35
cl_f_27	cl	f	27	22	E10	77
cl_f_36	cl	f	36	22	C4	27
cl_f_37	cl	f	37	22	A5	33
cl_f_44	cl	f	44	22	E2	13
cl_f_53	cl	f	53	22	F2	14
cl_f_56	cl	f	56	22	F3	22
cl_f_112	cl	f	112	22	E4	29
cl_f_139	cl	f	139	22	G1	7
cl_f_152	cl	f	152	22	A6	41
cl_f_214	cl	f	214	22	G7	55
cl_f_284	cl	f	284	22	A8	57
cl_f_292	cl	f	292	22	C10	75
cl_f_294	cl	f	294	22	D4	28
cl_f_310	cl	f	310	22	G5	39
cl_s_12	cl	s	12	22	H7	56
cl_s_30	cl	s	30	22	A9	65
cl_s_57	cl	s	57	22	D9	68
cl_s_140	cl	s	140	22	F1	6
cl_s_167	cl	s	167	22	C7	51
cl_s_285	cl	s	285	22	B10	74
lb_f_103	lb	f	103	22	E1	5
lb_f_109	lb	f	109	22	H2	16
lb_f_152	lb	f	152	22	F4	30
lb_f_163	lb	f	163	22	H6	48
lb_f_173	lb	f	173	22	F9	70
lb_f_183	lb	f	183	22	D6	44
lb_f_189	lb	f	189	22	C2	11
lb_f_195	lb	f	195	22	H8	64
lb_f_235	lb	f	235	22	D8	60
lb_f_264	lb	f	264	22	E7	53
lb_f_282	lb	f	282	22	G4	31
lb_s_26	lb	s	26	22	C8	59
lb_s_60	lb	s	60	22	B8	58
lb_s_74	lb	s	74	22	B2	10
lb_s_80	lb	s	80	22	C9	67
lb_s_81	lb	s	81	22	A7	49
lb_s_86	lb	s	86	22	A1	1
lb_s_125	lb	s	125	22	E6	45
lb_s_161	lb	s	161	22	E3	21
lb_s_167	lb	s	167	22	D1	4
lb_s_194	lb	s	194	22	G10	79
lb_s_205	lb	s	205	22	A2	9
lb_s_207	lb	s	207	22	H4	32
lb_s_265	lb	s	265	22	B4	26
rs_f_20	rs	f	20	22	A10	73
rs_f_59	rs	f	59	22	F6	46
rs_f_90	rs	f	90	22	F8	62
rs_f_184	rs	f	184	22	G2	15
rs_f_221	rs	f	221	22	D2	12
rs_f_225	rs	f	225	22	G8	63
rs_f_235	rs	f	235	22	D3	20
rs_f_261	rs	f	261	22	G9	71
rs_s_5	rs	s	5	22	B6	42
rs_s_55	rs	s	55	22	B5	34
rs_s_61	rs	s	61	22	G6	47
rs_s_124	rs	s	124	22	F7	54
rs_s_150	rs	s	150	22	E8	61
rs_s_222	rs	s	222	22	B3	18
rs_s_313	rs	s	313	22	E9	69
rs_s_331	rs	s	331	22	A3	17
rs_s_341	rs	s	341	22	G3	23
bb_f_27	bb	f	27	23	H2	16
bb_f_43	bb	f	43	23	F8	62
bb_f_44	bb	f	44	23	E7	53
bb_f_64	bb	f	64	23	G1	7
bb_f_79	bb	f	79	23	D4	28
bb_f_107	bb	f	107	23	B9	66
bb_f_110	bb	f	110	23	F7	54
bb_f_132	bb	f	132	23	D6	44
bb_f_146	bb	f	146	23	F3	22
bb_f_151	bb	f	151	23	H7	56
bb_f_198	bb	f	198	23	F6	46
bb_f_200	bb	f	200	23	H10	80
bb_f_274	bb	f	274	23	F9	70
bb_f_308	bb	f	308	23	C3	19
bb_f_309	bb	f	309	23	B6	42
bb_s_19	bb	s	19	23	G7	55
bb_s_79	bb	s	79	23	C5	35
bb_s_95	bb	s	95	23	A7	49
bb_s_100	bb	s	100	23	D10	76
bb_s_166	bb	s	166	23	A3	17
bb_s_205	bb	s	205	23	F1	6
bb_s_218	bb	s	218	23	D1	4
bb_s_314	bb	s	314	23	G5	39
cl_f_11	cl	f	11	23	C7	51
cl_f_54	cl	f	54	23	D5	36
cl_f_61	cl	f	61	23	H9	72
cl_f_91	cl	f	91	23	C4	27
cl_f_100	cl	f	100	23	H1	8
cl_f_156	cl	f	156	23	B10	74
cl_f_203	cl	f	203	23	E3	21
cl_f_261	cl	f	261	23	C10	75
cl_f_313	cl	f	313	23	D3	20
cl_f_317	cl	f	317	23	G9	71
cl_f_351	cl	f	351	23	A10	73
cl_s_23	cl	s	23	23	B3	18
cl_s_27	cl	s	27	23	B4	26
cl_s_99	cl	s	99	23	H3	24
cl_s_173	cl	s	173	23	D9	68
cl_s_186	cl	s	186	23	A9	65
cl_s_190	cl	s	190	23	F4	30
cl_s_196	cl	s	196	23	A6	41
cl_s_204	cl	s	204	23	A4	25
cl_s_236	cl	s	236	23	E4	29
cl_s_278	cl	s	278	23	E9	69
lb_f_116	lb	f	116	23	H4	32
lb_f_292	lb	f	292	23	C9	67
lb_f_307	lb	f	307	23	E5	37
lb_s_23	lb	s	23	23	H6	48
lb_s_70	lb	s	70	23	E2	13
lb_s_73	lb	s	73	23	G8	63
lb_s_91	lb	s	91	23	C8	59
lb_s_97	lb	s	97	23	F5	38
lb_s_187	lb	s	187	23	B2	10
lb_s_204	lb	s	204	23	E10	77
lb_s_229	lb	s	229	23	D8	60
lb_s_252	lb	s	252	23	G4	31
lb_s_262	lb	s	262	23	D7	52
lb_s_279	lb	s	279	23	G6	47
lb_s_289	lb	s	289	23	B8	58
rs_f_120	rs	f	120	23	B1	2
rs_f_130	rs	f	130	23	F10	78
rs_f_208	rs	f	208	23	D2	12
rs_f_219	rs	f	219	23	E1	5
rs_f_223	rs	f	223	23	H5	40
rs_f_272	rs	f	272	23	C6	43
rs_s_39	rs	s	39	23	A8	57
rs_s_44	rs	s	44	23	G3	23
rs_s_45	rs	s	45	23	F2	14
rs_s_148	rs	s	148	23	C1	3
rs_s_159	rs	s	159	23	E8	61
rs_s_180	rs	s	180	23	H8	64
rs_s_192	rs	s	192	23	B5	34
rs_s_229	rs	s	229	23	A2	9
rs_s_250	rs	s	250	23	C2	11
rs_s_255	rs	s	255	23	A5	33
rs_s_272	rs	s	272	23	G10	79
rs_s_301	rs	s	301	23	G2	15
rs_s_315	rs	s	315	23	E6	45
rs_s_369	rs	s	369	23	A1	1
rs_s_381	rs	s	381	23	B7	50
bb_f_10	bb	f	10	24	D8	60
bb_f_135	bb	f	135	24	G2	15
bb_f_155	bb	f	155	24	A10	73
bb_f_213	bb	f	213	24	F7	54
bb_f_259	bb	f	259	24	A9	65
bb_f_289	bb	f	289	24	E10	77
bb_f_307	bb	f	307	24	E5	37
bb_s_11	bb	s	11	24	H4	32
bb_s_56	bb	s	56	24	A8	57
bb_s_93	bb	s	93	24	G6	47
bb_s_96	bb	s	96	24	C6	43
bb_s_97	bb	s	97	24	H9	72
bb_s_108	bb	s	108	24	A5	33
bb_s_142	bb	s	142	24	B2	10
bb_s_149	bb	s	149	24	D10	76
bb_s_168	bb	s	168	24	E4	29
bb_s_170	bb	s	170	24	B7	50
bb_s_224	bb	s	224	24	B9	66
bb_s_235	bb	s	235	24	A7	49
bb_s_242	bb	s	242	24	D1	4
bb_s_305	bb	s	305	24	H8	64
cl_f_28	cl	f	28	24	C8	59
cl_f_58	cl	f	58	24	H2	16
cl_f_68	cl	f	68	24	E9	69
cl_f_96	cl	f	96	24	B5	34
cl_f_198	cl	f	198	24	C9	67
cl_f_200	cl	f	200	24	B10	74
cl_f_245	cl	f	245	24	F5	38
cl_f_295	cl	f	295	24	F8	62
cl_s_17	cl	s	17	24	B1	2
cl_s_25	cl	s	25	24	G4	31
cl_s_33	cl	s	33	24	G1	7
cl_s_37	cl	s	37	24	H10	80
cl_s_109	cl	s	109	24	C3	19
cl_s_168	cl	s	168	24	F10	78
cl_s_189	cl	s	189	24	E7	53
cl_s_218	cl	s	218	24	A6	41
cl_s_225	cl	s	225	24	G7	55
lb_f_49	lb	f	49	24	C2	11
lb_f_97	lb	f	97	24	G10	79
lb_f_131	lb	f	131	24	H5	40
lb_f_147	lb	f	147	24	A3	17
lb_f_148	lb	f	148	24	E1	5
lb_f_177	lb	f	177	24	H3	24
lb_f_234	lb	f	234	24	A2	9
lb_f_238	lb	f	238	24	E3	21
lb_f_242	lb	f	242	24	C1	3
lb_f_274	lb	f	274	24	G3	23
lb_f_287	lb	f	287	24	C10	75
lb_f_311	lb	f	311	24	F9	70
lb_s_72	lb	s	72	24	C7	51
lb_s_127	lb	s	127	24	A1	1
lb_s_129	lb	s	129	24	F1	6
lb_s_150	lb	s	150	24	D3	20
lb_s_158	lb	s	158	24	B8	58
lb_s_163	lb	s	163	24	D5	36
lb_s_170	lb	s	170	24	D4	28
lb_s_202	lb	s	202	24	C5	35
lb_s_213	lb	s	213	24	D2	12
lb_s_272	lb	s	272	24	B3	18
lb_s_280	lb	s	280	24	F6	46
lb_s_304	lb	s	304	24	G5	39
lb_s_311	lb	s	311	24	F2	14
rs_f_5	rs	f	5	24	E8	61
rs_f_28	rs	f	28	24	A4	25
rs_f_78	rs	f	78	24	B6	42
rs_f_105	rs	f	105	24	H1	8
rs_f_132	rs	f	132	24	F4	30
rs_f_191	rs	f	191	24	E6	45
rs_f_203	rs	f	203	24	H7	56
rs_f_217	rs	f	217	24	H6	48
rs_f_228	rs	f	228	24	G9	71
rs_s_120	rs	s	120	24	B4	26
rs_s_132	rs	s	132	24	C4	27
rs_s_189	rs	s	189	24	G8	63
rs_s_193	rs	s	193	24	D6	44
rs_s_195	rs	s	195	24	D9	68
rs_s_232	rs	s	232	24	D7	52
rs_s_279	rs	s	279	24	F3	22
rs_s_327	rs	s	327	24	E2	13
bb_f_29	bb	f	29	25	A3	17
bb_f_153	bb	f	153	25	G10	79
bb_f_172	bb	f	172	25	E7	53
bb_f_214	bb	f	214	25	G9	71
bb_f_219	bb	f	219	25	A2	9
bb_f_246	bb	f	246	25	G6	47
bb_f_271	bb	f	271	25	H9	72
bb_f_278	bb	f	278	25	E8	61
bb_f_293	bb	f	293	25	C6	43
bb_s_13	bb	s	13	25	A8	57
bb_s_38	bb	s	38	25	D6	44
bb_s_57	bb	s	57	25	D1	4
bb_s_124	bb	s	124	25	G5	39
bb_s_204	bb	s	204	25	G3	23
bb_s_263	bb	s	263	25	C7	51
bb_s_267	bb	s	267	25	F5	38
cl_f_6	cl	f	6	25	F4	30
cl_f_47	cl	f	47	25	F6	46
cl_f_75	cl	f	75	25	F10	78
cl_f_76	cl	f	76	25	E10	77
cl_f_113	cl	f	113	25	G8	63
cl_f_126	cl	f	126	25	C10	75
cl_f_141	cl	f	141	25	H2	16
cl_f_143	cl	f	143	25	B1	2
cl_f_181	cl	f	181	25	H8	64
cl_f_195	cl	f	195	25	A9	65
cl_f_236	cl	f	236	25	F9	70
cl_f_254	cl	f	254	25	G7	55
cl_f_339	cl	f	339	25	B8	58
cl_s_3	cl	s	3	25	C9	67
cl_s_31	cl	s	31	25	F2	14
cl_s_50	cl	s	50	25	E6	45
cl_s_88	cl	s	88	25	B5	34
cl_s_95	cl	s	95	25	A1	1
cl_s_115	cl	s	115	25	F1	6
cl_s_193	cl	s	193	25	F7	54
cl_s_231	cl	s	231	25	C5	35
cl_s_275	cl	s	275	25	G2	15
lb_f_111	lb	f	111	25	D9	68
lb_f_143	lb	f	143	25	B3	18
lb_f_162	lb	f	162	25	A10	73
lb_f_223	lb	f	223	25	H6	48
lb_f_283	lb	f	283	25	B7	50
lb_s_51	lb	s	51	25	B4	26
lb_s_82	lb	s	82	25	D2	12
lb_s_148	lb	s	148	25	D3	20
lb_s_154	lb	s	154	25	C2	11
lb_s_193	lb	s	193	25	H10	80
lb_s_196	lb	s	196	25	F8	62
lb_s_302	lb	s	302	25	C3	19
rs_f_42	rs	f	42	25	E4	29
rs_f_65	rs	f	65	25	E5	37
rs_f_83	rs	f	83	25	E3	21
rs_f_96	rs	f	96	25	B9	66
rs_f_112	rs	f	112	25	A5	33
rs_f_142	rs	f	142	25	A4	25
rs_f_149	rs	f	149	25	F3	22
rs_f_162	rs	f	162	25	C4	27
rs_f_165	rs	f	165	25	D10	76
rs_f_172	rs	f	172	25	B6	42
rs_f_177	rs	f	177	25	E1	5
rs_f_178	rs	f	178	25	B10	74
rs_f_205	rs	f	205	25	D8	60
rs_f_211	rs	f	211	25	D7	52
rs_f_260	rs	f	260	25	A7	49
rs_f_271	rs	f	271	25	A6	41
rs_s_11	rs	s	11	25	H4	32
rs_s_14	rs	s	14	25	H5	40
rs_s_18	rs	s	18	25	H3	24
rs_s_123	rs	s	123	25	B2	10
rs_s_162	rs	s	162	25	C1	3
rs_s_186	rs	s	186	25	H7	56
rs_s_215	rs	s	215	25	G4	31
rs_s_219	rs	s	219	25	E2	13
rs_s_252	rs	s	252	25	G1	7
rs_s_263	rs	s	263	25	H1	8
rs_s_278	rs	s	278	25	D5	36
rs_s_282	rs	s	282	25	C8	59
rs_s_293	rs	s	293	25	E9	69
rs_s_379	rs	s	379	25	D4	28
bb_f_8	bb	f	8	26	G8	63
bb_f_12	bb	f	12	26	B2	10
bb_f_18	bb	f	18	26	D2	12
bb_f_47	bb	f	47	26	D5	36
bb_f_119	bb	f	119	26	E5	37
bb_f_162	bb	f	162	26	C7	51
bb_f_170	bb	f	170	26	B9	66
bb_f_195	bb	f	195	26	C9	67
bb_f_206	bb	f	206	26	F4	30
bb_f_230	bb	f	230	26	G1	7
bb_f_243	bb	f	243	26	A4	25
bb_f_252	bb	f	252	26	B5	34
bb_f_267	bb	f	267	26	F10	78
bb_f_316	bb	f	316	26	A9	65
bb_s_14	bb	s	14	26	D3	20
bb_s_51	bb	s	51	26	B4	26
bb_s_55	bb	s	55	26	C5	35
bb_s_102	bb	s	102	26	G6	47
bb_s_104	bb	s	104	26	D1	4
bb_s_139	bb	s	139	26	E7	53
bb_s_190	bb	s	190	26	D7	52
bb_s_312	bb	s	312	26	G2	15
cl_f_38	cl	f	38	26	F1	6
cl_f_83	cl	f	83	26	A10	73
cl_f_98	cl	f	98	26	C3	19
cl_f_138	cl	f	138	26	A1	1
cl_f_154	cl	f	154	26	F3	22
cl_f_160	cl	f	160	26	H10	80
cl_f_183	cl	f	183	26	D10	76
cl_f_227	cl	f	227	26	A6	41
cl_f_243	cl	f	243	26	B3	18
cl_f_301	cl	f	301	26	F8	62
cl_f_321	cl	f	321	26	B7	50
cl_s_53	cl	s	53	26	A5	33
cl_s_55	cl	s	55	26	H7	56
cl_s_70	cl	s	70	26	H3	24
cl_s_118	cl	s	118	26	F6	46
cl_s_226	cl	s	226	26	D8	60
cl_s_239	cl	s	239	26	G5	39
cl_s_244	cl	s	244	26	H2	16
cl_s_257	cl	s	257	26	C2	11
cl_s_297	cl	s	297	26	C4	27
lb_f_107	lb	f	107	26	B6	42
lb_f_228	lb	f	228	26	H4	32
lb_f_230	lb	f	230	26	C6	43
lb_f_231	lb	f	231	26	H1	8
lb_f_233	lb	f	233	26	F9	70
lb_f_247	lb	f	247	26	F2	14
lb_f_260	lb	f	260	26	E6	45
lb_f_270	lb	f	270	26	A3	17
lb_f_294	lb	f	294	26	H6	48
lb_s_20	lb	s	20	26	E3	21
lb_s_52	lb	s	52	26	G3	23
lb_s_61	lb	s	61	26	E9	69
lb_s_71	lb	s	71	26	G7	55
lb_s_130	lb	s	130	26	E1	5
lb_s_134	lb	s	134	26	F7	54
lb_s_160	lb	s	160	26	G4	31
lb_s_238	lb	s	238	26	D9	68
rs_f_55	rs	f	55	26	A2	9
rs_f_66	rs	f	66	26	F5	38
