id	pop	treat	fish_id	library	well	library_position
bb_f_14	bb	f	14	1	D5	36
bb_f_114	bb	f	114	1	A1	1
bb_f_115	bb	f	115	1	F3	22
bb_f_168	bb	f	168	1	G4	31
bb_f_173	bb	f	173	1	C8	59
bb_f_199	bb	f	199	1	C4	27
bb_f_210	bb	f	210	1	F7	54
bb_f_294	bb	f	294	1	C7	51
bb_f_304	bb	f	304	1	D4	28
bb_f_312	bb	f	312	1	F4	30
bb_s_15	bb	s	15	1	B6	42
bb_s_52	bb	s	52	1	A2	9
bb_s_71	bb	s	71	1	E4	29
bb_s_134	bb	s	134	1	D7	52
bb_s_158	bb	s	158	1	H9	72
bb_s_200	bb	s	200	1	C2	11
bb_s_221	bb	s	221	1	A9	65
bb_s_233	bb	s	233	1	B5	34
bb_s_276	bb	s	276	1	A8	57
bb_s_279	bb	s	279	1	B3	18
cl_f_18	cl	f	18	1	G7	55
cl_f_51	cl	f	51	1	F9	70
cl_f_60	cl	f	60	1	B7	50
cl_f_74	cl	f	74	1	A3	17
cl_f_187	cl	f	187	1	B2	10
cl_f_197	cl	f	197	1	A5	33
cl_f_225	cl	f	225	1	E6	45
cl_f_237	cl	f	237	1	D9	68
cl_f_274	cl	f	274	1	C6	43
cl_f_316	cl	f	316	1	C5	35
cl_f_327	cl	f	327	1	G10	79
cl_s_128	cl	s	128	1	F5	38
cl_s_159	cl	s	159	1	D6	44
cl_s_187	cl	s	187	1	H10	80
cl_s_208	cl	s	208	1	E3	21
cl_s_211	cl	s	211	1	H5	40
cl_s_232	cl	s	232	1	F10	78
cl_s_251	cl	s	251	1	E10	77
cl_s_261	cl	s	261	1	E9	69
cl_s_294	cl	s	294	1	F2	14
cl_s_306	cl	s	306	1	G2	15
lb_f_135	lb	f	135	1	G3	23
lb_f_142	lb	f	142	1	F8	62
lb_f_150	lb	f	150	1	C3	19
lb_f_280	lb	f	280	1	D3	20
lb_f_301	lb	f	301	1	E1	5
lb_f_306	lb	f	306	1	F1	6
lb_s_13	lb	s	13	1	A7	49
lb_s_25	lb	s	25	1	A10	73
lb_s_44	lb	s	44	1	G6	47
lb_s_69	lb	s	69	1	B1	2
lb_s_99	lb	s	99	1	E5	37
lb_s_111	lb	s	111	1	C9	67
lb_s_112	lb	s	112	1	B8	58
lb_s_151	lb	s	151	1	G8	63
lb_s_186	lb	s	186	1	A6	41
lb_s_200	lb	s	200	1	H1	8
lb_s_239	lb	s	239	1	F6	46
lb_s_242	lb	s	242	1	D10	76
lb_s_246	lb	s	246	1	G9	71
lb_s_284	lb	s	284	1	H2	16
rs_f_63	rs	f	63	1	D8	60
rs_f_69	rs	f	69	1	G5	39
rs_f_81	rs	f	81	1	H4	32
rs_f_113	rs	f	113	1	C1	3
rs_f_155	rs	f	155	1	B4	26
rs_f_201	rs	f	201	1	E2	13
rs_f_288	rs	f	288	1	H7	56
rs_s_81	rs	s	81	1	B10	74
rs_s_97	rs	s	97	1	D2	12
rs_s_147	rs	s	147	1	C10	75
rs_s_155	rs	s	155	1	H3	24
rs_s_165	rs	s	165	1	D1	4
rs_s_170	rs	s	170	1	E8	61
rs_s_198	rs	s	198	1	H8	64
rs_s_226	rs	s	226	1	A4	25
rs_s_246	rs	s	246	1	B9	66
rs_s_298	rs	s	298	1	E7	53
rs_s_335	rs	s	335	1	G1	7
rs_s_373	rs	s	373	1	H6	48
bb_f_5	bb	f	5	2	A4	25
bb_f_42	bb	f	42	2	H8	64
bb_f_69	bb	f	69	2	A2	9
bb_f_103	bb	f	103	2	F7	54
bb_f_122	bb	f	122	2	H6	48
bb_f_134	bb	f	134	2	E2	13
bb_f_149	bb	f	149	2	C9	67
bb_f_201	bb	f	201	2	H4	32
bb_f_209	bb	f	209	2	F3	22
bb_f_231	bb	f	231	2	F9	70
bb_f_238	bb	f	238	2	C10	75
bb_f_319	bb	f	319	2	A5	33
bb_s_35	bb	s	35	2	D5	36
bb_s_47	bb	s	47	2	B3	18
bb_s_66	bb	s	66	2	B1	2
bb_s_107	bb	s	107	2	F2	14
bb_s_116	bb	s	116	2	B10	74
bb_s_125	bb	s	125	2	E3	21
bb_s_129	bb	s	129	2	C2	11
bb_s_150	bb	s	150	2	D10	76
bb_s_201	bb	s	201	2	F5	38
bb_s_211	bb	s	211	2	B9	66
bb_s_212	bb	s	212	2	C4	27
bb_s_226	bb	s	226	2	F6	46
bb_s_237	bb	s	237	2	A7	49
bb_s_241	bb	s	241	2	G9	71
bb_s_268	bb	s	268	2	C7	51
bb_s_282	bb	s	282	2	F10	78
cl_f_31	cl	f	31	2	B6	42
cl_f_35	cl	f	35	2	D8	60
cl_f_119	cl	f	119	2	E6	45
cl_f_134	cl	f	134	2	B5	34
cl_f_189	cl	f	189	2	D1	4
cl_f_217	cl	f	217	2	H2	16
cl_f_239	cl	f	239	2	H7	56
cl_f_247	cl	f	247	2	G8	63
cl_f_270	cl	f	270	2	E9	69
cl_f_286	cl	f	286	2	G6	47
cl_f_344	cl	f	344	2	G4	31
cl_s_13	cl	s	13	2	C1	3
cl_s_32	cl	s	32	2	C5	35
cl_s_56	cl	s	56	2	E5	37
cl_s_65	cl	s	65	2	C6	43
cl_s_114	cl	s	114	2	F8	62
cl_s_131	cl	s	131	2	G7	55
cl_s_166	cl	s	166	2	D9	68
cl_s_183	cl	s	183	2	E8	61
cl_s_192	cl	s	192	2	E4	29
cl_s_291	cl	s	291	2	A3	17
cl_s_299	cl	s	299	2	C3	19
lb_f_120	lb	f	120	2	B2	10
lb_f_166	lb	f	166	2	F4	30
lb_f_212	lb	f	212	2	A1	1
lb_f_221	lb	f	221	2	G10	79
lb_f_222	lb	f	222	2	D7	52
lb_f_261	lb	f	261	2	B4	26
lb_s_33	lb	s	33	2	D2	12
lb_s_76	lb	s	76	2	D4	28
lb_s_78	lb	s	78	2	A8	57
lb_s_169	lb	s	169	2	B7	50
lb_s_183	lb	s	183	2	H10	80
lb_s_190	lb	s	190	2	G3	23
lb_s_248	lb	s	248	2	E10	77
lb_s_249	lb	s	249	2	A10	73
rs_f_13	rs	f	13	2	D3	20
rs_f_25	rs	f	25	2	C8	59
rs_f_218	rs	f	218	2	E7	53
rs_f_245	rs	f	245	2	H3	24
rs_f_283	rs	f	283	2	F1	6
rs_s_13	rs	s	13	2	H5	40
rs_s_28	rs	s	28	2	H9	72
rs_s_49	rs	s	49	2	A6	41
rs_s_108	rs	s	108	2	E1	5
rs_s_151	rs	s	151	2	H1	8
rs_s_238	rs	s	238	2	G1	7
rs_s_291	rs	s	291	2	G5	39
rs_s_302	rs	s	302	2	D6	44
rs_s_333	rs	s	333	2	B8	58
rs_s_365	rs	s	365	2	A9	65
rs_s_376	rs	s	376	2	G2	15
bb_f_76	bb	f	76	3	H7	56
bb_f_104	bb	f	104	3	D6	44
bb_f_112	bb	f	112	3	D10	76
bb_f_180	bb	f	180	3	D2	12
bb_f_253	bb	f	253	3	A7	49
bb_f_280	bb	f	280	3	A2	9
bb_f_295	bb	f	295	3	B5	34
bb_f_301	bb	f	301	3	B1	2
bb_s_25	bb	s	25	3	B3	18
bb_s_37	bb	s	37	3	A8	57
bb_s_48	bb	s	48	3	A1	1
bb_s_69	bb	s	69	3	E7	53
bb_s_109	bb	s	109	3	B7	50
bb_s_123	bb	s	123	3	H6	48
bb_s_140	bb	s	140	3	E8	61
bb_s_174	bb	s	174	3	D8	60
bb_s_175	bb	s	175	3	A4	25
bb_s_182	bb	s	182	3	A6	41
bb_s_191	bb	s	191	3	B6	42
cl_f_101	cl	f	101	3	B8	58
cl_f_108	cl	f	108	3	G4	31
cl_f_118	cl	f	118	3	E6	45
cl_f_153	cl	f	153	3	C10	75
cl_f_191	cl	f	191	3	G3	23
cl_f_251	cl	f	251	3	F1	6
cl_f_283	cl	f	283	3	D7	52
cl_f_297	cl	f	297	3	E1	5
cl_f_318	cl	f	318	3	E5	37
cl_f_336	cl	f	336	3	F2	14
cl_f_340	cl	f	340	3	A3	17
cl_s_22	cl	s	22	3	F5	38
cl_s_66	cl	s	66	3	H3	24
cl_s_90	cl	s	90	3	B9	66
cl_s_111	cl	s	111	3	C1	3
cl_s_156	cl	s	156	3	G7	55
cl_s_213	cl	s	213	3	G8	63
cl_s_220	cl	s	220	3	H9	72
cl_s_229	cl	s	229	3	D5	36
cl_s_230	cl	s	230	3	A9	65
cl_s_272	cl	s	272	3	C4	27
cl_s_284	cl	s	284	3	E3	21
lb_f_41	lb	f	41	3	D4	28
lb_f_99	lb	f	99	3	H2	16
lb_f_124	lb	f	124	3	C7	51
lb_f_129	lb	f	129	3	G2	15
lb_f_132	lb	f	132	3	F4	30
lb_f_170	lb	f	170	3	C3	19
lb_f_178	lb	f	178	3	B4	26
lb_f_192	lb	f	192	3	G9	71
lb_f_245	lb	f	245	3	G1	7
lb_f_271	lb	f	271	3	F3	22
lb_s_41	lb	s	41	3	F6	46
lb_s_87	lb	s	87	3	F7	54
lb_s_110	lb	s	110	3	B10	74
lb_s_178	lb	s	178	3	H10	80
lb_s_212	lb	s	212	3	F10	78
lb_s_267	lb	s	267	3	D3	20
lb_s_275	lb	s	275	3	C5	35
rs_f_40	rs	f	40	3	C8	59
rs_f_156	rs	f	156	3	E2	13
rs_f_158	rs	f	158	3	E10	77
rs_f_174	rs	f	174	3	G10	79
rs_f_265	rs	f	265	3	H8	64
rs_s_4	rs	s	4	3	H5	40
rs_s_9	rs	s	9	3	C9	67
rs_s_37	rs	s	37	3	G5	39
rs_s_46	rs	s	46	3	F8	62
rs_s_48	rs	s	48	3	A5	33
rs_s_50	rs	s	50	3	F9	70
rs_s_71	rs	s	71	3	C6	43
rs_s_72	rs	s	72	3	H1	8
rs_s_84	rs	s	84	3	D1	4
rs_s_99	rs	s	99	3	A10	73
rs_s_129	rs	s	129	3	C2	11
rs_s_207	rs	s	207	3	B2	10
rs_s_218	rs	s	218	3	H4	32
rs_s_257	rs	s	257	3	E9	69
rs_s_300	rs	s	300	3	G6	47
rs_s_307	rs	s	307	3	D9	68
rs_s_353	rs	s	353	3	E4	29
bb_f_54	bb	f	54	4	D8	60
bb_f_66	bb	f	66	4	D5	36
bb_f_77	bb	f	77	4	H8	64
bb_f_92	bb	f	92	4	E6	45
bb_f_136	bb	f	136	4	G6	47
bb_f_154	bb	f	154	4	B1	2
bb_f_167	bb	f	167	4	D2	12
bb_f_184	bb	f	184	4	A9	65
bb_f_194	bb	f	194	4	D9	68
bb_f_235	bb	f	235	4	B10	74
bb_f_242	bb	f	242	4	F4	30
bb_f_273	bb	f	273	4	E10	77
bb_f_276	bb	f	276	4	B3	18
bb_s_28	bb	s	28	4	D3	20
bb_s_68	bb	s	68	4	F2	14
bb_s_86	bb	s	86	4	C2	11
bb_s_121	bb	s	121	4	H4	32
bb_s_189	bb	s	189	4	F6	46
bb_s_192	bb	s	192	4	H3	24
bb_s_196	bb	s	196	4	A10	73
bb_s_229	bb	s	229	4	F9	70
bb_s_240	bb	s	240	4	H2	16
bb_s_254	bb	s	254	4	C3	19
bb_s_260	bb	s	260	4	A5	33
bb_s_313	bb	s	313	4	F10	78
cl_f_34	cl	f	34	4	B9	66
cl_f_67	cl	f	67	4	C8	59
cl_f_93	cl	f	93	4	A7	49
cl_f_115	cl	f	115	4	C4	27
cl_f_116	cl	f	116	4	F1	6
cl_f_135	cl	f	135	4	C6	43
cl_f_159	cl	f	159	4	G10	79
cl_f_234	cl	f	234	4	G1	7
cl_f_263	cl	f	263	4	C9	67
cl_f_268	cl	f	268	4	E9	69
cl_f_291	cl	f	291	4	G3	23
cl_f_322	cl	f	322	4	H9	72
cl_s_63	cl	s	63	4	A8	57
cl_s_74	cl	s	74	4	D7	52
cl_s_201	cl	s	201	4	G5	39
cl_s_205	cl	s	205	4	B5	34
cl_s_300	cl	s	300	4	B8	58
lb_f_57	lb	f	57	4	H1	8
lb_f_73	lb	f	73	4	E2	13
lb_f_161	lb	f	161	4	A2	9
lb_f_194	lb	f	194	4	E1	5
lb_f_251	lb	f	251	4	A3	17
lb_f_312	lb	f	312	4	F8	62
lb_s_28	lb	s	28	4	D4	28
lb_s_176	lb	s	176	4	G8	63
lb_s_185	lb	s	185	4	G4	31
lb_s_201	lb	s	201	4	D10	76
lb_s_233	lb	s	233	4	F7	54
lb_s_273	lb	s	273	4	G7	55
rs_f_39	rs	f	39	4	G2	15
rs_f_60	rs	f	60	4	D1	4
rs_f_61	rs	f	61	4	C7	51
rs_f_207	rs	f	207	4	G9	71
rs_f_209	rs	f	209	4	H7	56
rs_f_220	rs	f	220	4	C10	75
rs_f_222	rs	f	222	4	E5	37
rs_f_248	rs	f	248	4	B2	10
rs_f_250	rs	f	250	4	C5	35
rs_f_263	rs	f	263	4	E8	61
rs_f_266	rs	f	266	4	A6	41
rs_f_286	rs	f	286	4	B4	26
rs_f_289	rs	f	289	4	F3	22
rs_s_34	rs	s	34	4	A4	25
rs_s_43	rs	s	43	4	B7	50
rs_s_57	rs	s	57	4	H5	40
rs_s_67	rs	s	67	4	F5	38
rs_s_83	rs	s	83	4	H10	80
rs_s_107	rs	s	107	4	H6	48
rs_s_112	rs	s	112	4	D6	44
rs_s_144	rs	s	144	4	E4	29
rs_s_145	rs	s	145	4	E3	21
rs_s_234	rs	s	234	4	E7	53
rs_s_253	rs	s	253	4	A1	1
rs_s_311	rs	s	311	4	B6	42
rs_s_363	rs	s	363	4	C1	3
bb_f_73	bb	f	73	5	G6	47
bb_f_98	bb	f	98	5	G2	15
bb_f_120	bb	f	120	5	C8	59
bb_f_124	bb	f	124	5	F9	70
bb_f_218	bb	f	218	5	A4	25
bb_f_286	bb	f	286	5	G1	7
bb_f_314	bb	f	314	5	A5	33
bb_f_318	bb	f	318	5	D4	28
bb_s_12	bb	s	12	5	F2	14
bb_s_18	bb	s	18	5	D5	36
bb_s_27	bb	s	27	5	E10	77
bb_s_60	bb	s	60	5	F7	54
bb_s_64	bb	s	64	5	B8	58
bb_s_80	bb	s	80	5	B5	34
bb_s_115	bb	s	115	5	H4	32
bb_s_165	bb	s	165	5	H5	40
bb_s_194	bb	s	194	5	A8	57
bb_s_217	bb	s	217	5	B4	26
bb_s_231	bb	s	231	5	A3	17
bb_s_238	bb	s	238	5	E3	21
bb_s_243	bb	s	243	5	D6	44
bb_s_246	bb	s	246	5	F4	30
bb_s_281	bb	s	281	5	G4	31
cl_f_4	cl	f	4	5	F3	22
cl_f_42	cl	f	42	5	H9	72
cl_f_64	cl	f	64	5	E9	69
cl_f_102	cl	f	102	5	H10	80
cl_f_109	cl	f	109	5	H8	64
cl_f_110	cl	f	110	5	E6	45
cl_f_114	cl	f	114	5	H6	48
cl_f_128	cl	f	128	5	F10	78
cl_f_192	cl	f	192	5	C5	35
cl_f_196	cl	f	196	5	B1	2
cl_f_232	cl	f	232	5	G9	71
cl_f_350	cl	f	350	5	D9	68
cl_f_353	cl	f	353	5	H1	8
cl_s_21	cl	s	21	5	F1	6
cl_s_54	cl	s	54	5	F5	38
cl_s_79	cl	s	79	5	A9	65
cl_s_105	cl	s	105	5	H7	56
cl_s_110	cl	s	110	5	G8	63
cl_s_164	cl	s	164	5	C2	11
cl_s_202	cl	s	202	5	A10	73
cl_s_253	cl	s	253	5	G10	79
cl_s_281	cl	s	281	5	B9	66
cl_s_303	cl	s	303	5	H2	16
cl_s_304	cl	s	304	5	E5	37
lb_f_65	lb	f	65	5	H3	24
lb_f_100	lb	f	100	5	C9	67
lb_f_180	lb	f	180	5	B10	74
lb_f_250	lb	f	250	5	B3	18
lb_s_39	lb	s	39	5	E2	13
lb_s_48	lb	s	48	5	C10	75
lb_s_79	lb	s	79	5	C7	51
lb_s_102	lb	s	102	5	D3	20
lb_s_135	lb	s	135	5	D10	76
lb_s_145	lb	s	145	5	A6	41
lb_s_156	lb	s	156	5	D7	52
lb_s_206	lb	s	206	5	C6	43
lb_s_259	lb	s	259	5	E8	61
lb_s_286	lb	s	286	5	B6	42
rs_f_23	rs	f	23	5	A7	49
rs_f_37	rs	f	37	5	D1	4
rs_f_73	rs	f	73	5	E4	29
rs_f_82	rs	f	82	5	F8	62
rs_f_107	rs	f	107	5	E7	53
rs_f_109	rs	f	109	5	C4	27
rs_f_179	rs	f	179	5	G3	23
rs_f_237	rs	f	237	5	B7	50
rs_f_256	rs	f	256	5	C1	3
rs_f_290	rs	f	290	5	C3	19
rs_s_7	rs	s	7	5	D2	12
rs_s_53	rs	s	53	5	D8	60
rs_s_56	rs	s	56	5	E1	5
rs_s_89	rs	s	89	5	G5	39
rs_s_101	rs	s	101	5	G7	55
rs_s_136	rs	s	136	5	A1	1
rs_s_231	rs	s	231	5	F6	46
rs_s_317	rs	s	317	5	B2	10
rs_s_320	rs	s	320	5	A2	9
bb_f_1	bb	f	1	6	B8	58
bb_f_13	bb	f	13	6	E8	61
bb_f_23	bb	f	23	6	E9	69
bb_f_48	bb	f	48	6	C2	11
bb_f_157	bb	f	157	6	B7	50
bb_f_177	bb	f	177	6	C1	3
bb_f_215	bb	f	215	6	D9	68
bb_f_248	bb	f	248	6	D2	12
bb_f_299	bb	f	299	6	D4	28
bb_f_302	bb	f	302	6	G4	31
bb_s_8	bb	s	8	6	B6	42
bb_s_26	bb	s	26	6	G8	63
bb_s_46	bb	s	46	6	H4	32
bb_s_126	bb	s	126	6	C8	59
bb_s_151	bb	s	151	6	D5	36
bb_s_154	bb	s	154	6	A8	57
bb_s_202	bb	s	202	6	H8	64
cl_f_8	cl	f	8	6	F8	62
cl_f_16	cl	f	16	6	H7	56
cl_f_17	cl	f	17	6	F7	54
cl_f_122	cl	f	122	6	H10	80
cl_f_148	cl	f	148	6	E3	21
cl_f_171	cl	f	171	6	B3	18
cl_f_205	cl	f	205	6	C10	75
cl_f_221	cl	f	221	6	B4	26
cl_f_271	cl	f	271	6	G1	7
cl_f_273	cl	f	273	6	H9	72
cl_f_289	cl	f	289	6	D1	4
cl_f_305	cl	f	305	6	A1	1
cl_f_315	cl	f	315	6	D10	76
cl_f_332	cl	f	332	6	G6	47
cl_s_38	cl	s	38	6	G9	71
cl_s_75	cl	s	75	6	H6	48
cl_s_89	cl	s	89	6	G10	79
cl_s_179	cl	s	179	6	H3	24
cl_s_234	cl	s	234	6	H1	8
cl_s_241	cl	s	241	6	A5	33
cl_s_268	cl	s	268	6	B5	34
cl_s_290	cl	s	290	6	B1	2
cl_s_296	cl	s	296	6	A3	17
lb_f_108	lb	f	108	6	F3	22
lb_f_112	lb	f	112	6	D8	60
lb_f_137	lb	f	137	6	A2	9
lb_f_171	lb	f	171	6	C3	19
lb_f_176	lb	f	176	6	D6	44
lb_f_213	lb	f	213	6	E2	13
lb_f_229	lb	f	229	6	B10	74
lb_f_240	lb	f	240	6	D7	52
lb_f_299	lb	f	299	6	E1	5
lb_f_300	lb	f	300	6	F2	14
lb_f_317	lb	f	317	6	F1	6
lb_s_42	lb	s	42	6	F5	38
lb_s_62	lb	s	62	6	F4	30
lb_s_68	lb	s	68	6	E5	37
lb_s_77	lb	s	77	6	E4	29
lb_s_113	lb	s	113	6	B9	66
lb_s_118	lb	s	118	6	F9	70
lb_s_122	lb	s	122	6	A4	25
lb_s_152	lb	s	152	6	E6	45
lb_s_159	lb	s	159	6	A7	49
lb_s_203	lb	s	203	6	C9	67
lb_s_293	lb	s	293	6	C7	51
rs_f_91	rs	f	91	6	G3	23
rs_f_108	rs	f	108	6	H2	16
rs_f_129	rs	f	129	6	A10	73
rs_f_133	rs	f	133	6	G5	39
rs_f_154	rs	f	154	6	F10	78
rs_f_233	rs	f	233	6	E7	53
rs_f_254	rs	f	254	6	C4	27
rs_s_30	rs	s	30	6	C6	43
rs_s_77	rs	s	77	6	A6	41
rs_s_119	rs	s	119	6	F6	46
rs_s_166	rs	s	166	6	A9	65
rs_s_169	rs	s	169	6	C5	35
rs_s_240	rs	s	240	6	H5	40
rs_s_273	rs	s	273	6	E10	77
rs_s_281	rs	s	281	6	G2	15
rs_s_287	rs	s	287	6	D3	20
rs_s_328	rs	s	328	6	G7	55
rs_s_382	rs	s	382	6	B2	10
bb_f_15	bb	f	15	7	E6	45
bb_f_28	bb	f	28	7	C2	11
bb_f_270	bb	f	270	7	A7	49
bb_f_281	bb	f	281	7	A5	33
bb_f_282	bb	f	282	7	D4	28
bb_f_291	bb	f	291	7	A8	57
bb_f_317	bb	f	317	7	G6	47
bb_s_50	bb	s	50	7	H7	56
bb_s_53	bb	s	53	7	D9	68
bb_s_54	bb	s	54	7	C7	51
bb_s_75	bb	s	75	7	D6	44
bb_s_81	bb	s	81	7	H6	48
bb_s_130	bb	s	130	7	F10	78
bb_s_161	bb	s	161	7	H4	32
bb_s_167	bb	s	167	7	A4	25
bb_s_172	bb	s	172	7	B6	42
bb_s_244	bb	s	244	7	A6	41
bb_s_251	bb	s	251	7	A1	1
bb_s_261	bb	s	261	7	B4	26
bb_s_298	bb	s	298	7	H1	8
bb_s_317	bb	s	317	7	C8	59
cl_f_3	cl	f	3	7	E4	29
cl_f_14	cl	f	14	7	B10	74
cl_f_24	cl	f	24	7	D10	76
cl_f_25	cl	f	25	7	C4	27
cl_f_43	cl	f	43	7	D3	20
cl_f_80	cl	f	80	7	F9	70
cl_f_193	cl	f	193	7	G4	31
cl_f_201	cl	f	201	7	C5	35
cl_f_235	cl	f	235	7	H8	64
cl_f_248	cl	f	248	7	B8	58
cl_f_260	cl	f	260	7	F4	30
cl_f_276	cl	f	276	7	A10	73
cl_f_308	cl	f	308	7	H5	40
cl_f_357	cl	f	357	7	C1	3
cl_s_6	cl	s	6	7	G10	79
cl_s_8	cl	s	8	7	E3	21
cl_s_41	cl	s	41	7	G2	15
cl_s_46	cl	s	46	7	E9	69
cl_s_64	cl	s	64	7	C9	67
cl_s_69	cl	s	69	7	F6	46
cl_s_82	cl	s	82	7	D5	36
cl_s_91	cl	s	91	7	H2	16
cl_s_127	cl	s	127	7	C3	19
cl_s_145	cl	s	145	7	D7	52
cl_s_163	cl	s	163	7	F5	38
cl_s_305	cl	s	305	7	G3	23
lb_f_17	lb	f	17	7	H3	24
lb_f_98	lb	f	98	7	G1	7
lb_f_211	lb	f	211	7	F2	14
lb_f_227	lb	f	227	7	E2	13
lb_f_267	lb	f	267	7	C10	75
lb_f_269	lb	f	269	7	B9	66
lb_f_272	lb	f	272	7	E7	53
lb_s_24	lb	s	24	7	F7	54
lb_s_29	lb	s	29	7	A3	17
lb_s_46	lb	s	46	7	F3	22
lb_s_50	lb	s	50	7	F8	62
lb_s_128	lb	s	128	7	B5	34
lb_s_258	lb	s	258	7	G9	71
lb_s_281	lb	s	281	7	G5	39
rs_f_12	rs	f	12	7	D1	4
rs_f_19	rs	f	19	7	F1	6
rs_f_51	rs	f	51	7	D2	12
rs_f_70	rs	f	70	7	H10	80
rs_f_74	rs	f	74	7	A2	9
rs_f_95	rs	f	95	7	B3	18
rs_f_147	rs	f	147	7	B1	2
rs_f_187	rs	f	187	7	D8	60
rs_s_65	rs	s	65	7	H9	72
rs_s_146	rs	s	146	7	E10	77
rs_s_153	rs	s	153	7	G7	55
rs_s_185	rs	s	185	7	G8	63
rs_s_209	rs	s	209	7	E8	61
rs_s_247	rs	s	247	7	C6	43
rs_s_275	rs	s	275	7	E1	5
rs_s_309	rs	s	309	7	E5	37
rs_s_314	rs	s	314	7	B2	10
rs_s_316	rs	s	316	7	B7	50
rs_s_361	rs	s	361	7	A9	65
bb_f_7	bb	f	7	8	H6	48
bb_f_118	bb	f	118	8	D10	76
bb_f_128	bb	f	128	8	H1	8
bb_f_137	bb	f	137	8	H9	72
bb_f_139	bb	f	139	8	C7	51
bb_f_147	bb	f	147	8	C6	43
bb_f_211	bb	f	211	8	C3	19
bb_f_234	bb	f	234	8	F9	70
bb_f_256	bb	f	256	8	D4	28
bb_s_1	bb	s	1	8	A2	9
bb_s_89	bb	s	89	8	H2	16
bb_s_216	bb	s	216	8	C4	27
bb_s_236	bb	s	236	8	B9	66
bb_s_264	bb	s	264	8	G2	15
bb_s_283	bb	s	283	8	F5	38
bb_s_304	bb	s	304	8	H4	32
bb_s_306	bb	s	306	8	A7	49
cl_f_82	cl	f	82	8	F10	78
cl_f_107	cl	f	107	8	C2	11
cl_f_163	cl	f	163	8	F3	22
cl_f_209	cl	f	209	8	H10	80
cl_f_250	cl	f	250	8	D2	12
cl_f_307	cl	f	307	8	C10	75
cl_s_44	cl	s	44	8	F6	46
cl_s_77	cl	s	77	8	E5	37
cl_s_81	cl	s	81	8	E9	69
cl_s_132	cl	s	132	8	E2	13
cl_s_146	cl	s	146	8	H3	24
cl_s_180	cl	s	180	8	B3	18
cl_s_216	cl	s	216	8	E10	77
cl_s_228	cl	s	228	8	H7	56
cl_s_252	cl	s	252	8	H5	40
cl_s_256	cl	s	256	8	F4	30
cl_s_279	cl	s	279	8	F8	62
cl_s_286	cl	s	286	8	E4	29
cl_s_309	cl	s	309	8	B5	34
lb_f_113	lb	f	113	8	G7	55
lb_f_149	lb	f	149	8	E7	53
lb_f_154	lb	f	154	8	G10	79
lb_f_158	lb	f	158	8	H8	64
lb_f_193	lb	f	193	8	D5	36
lb_f_196	lb	f	196	8	A8	57
lb_f_203	lb	f	203	8	C5	35
lb_f_244	lb	f	244	8	A3	17
lb_f_248	lb	f	248	8	D8	60
lb_f_297	lb	f	297	8	D3	20
lb_f_303	lb	f	303	8	A6	41
lb_f_310	lb	f	310	8	D6	44
lb_s_8	lb	s	8	8	E8	61
lb_s_16	lb	s	16	8	A9	65
lb_s_37	lb	s	37	8	E3	21
lb_s_40	lb	s	40	8	G3	23
lb_s_106	lb	s	106	8	A4	25
lb_s_117	lb	s	117	8	E1	5
lb_s_162	lb	s	162	8	B10	74
lb_s_166	lb	s	166	8	D9	68
lb_s_174	lb	s	174	8	F7	54
lb_s_232	lb	s	232	8	G6	47
rs_f_34	rs	f	34	8	F1	6
rs_f_106	rs	f	106	8	A1	1
rs_f_145	rs	f	145	8	G1	7
rs_f_170	rs	f	170	8	C8	59
rs_f_186	rs	f	186	8	B8	58
rs_f_206	rs	f	206	8	B1	2
rs_f_255	rs	f	255	8	G5	39
rs_f_262	rs	f	262	8	B2	10
rs_f_284	rs	f	284	8	G9	71
rs_f_285	rs	f	285	8	B4	26
rs_s_12	rs	s	12	8	B6	42
rs_s_75	rs	s	75	8	G4	31
rs_s_79	rs	s	79	8	E6	45
rs_s_86	rs	s	86	8	D1	4
rs_s_100	rs	s	100	8	C9	67
rs_s_149	rs	s	149	8	A10	73
rs_s_167	rs	s	167	8	C1	3
rs_s_183	rs	s	183	8	D7	52
rs_s_194	rs	s	194	8	F2	14
rs_s_197	rs	s	197	8	B7	50
rs_s_208	rs	s	208	8	A5	33
rs_s_387	rs	s	387	8	G8	63
bb_f_35	bb	f	35	9	D9	68
bb_f_41	bb	f	41	9	D4	28
bb_f_57	bb	f	57	9	A7	49
bb_f_72	bb	f	72	9	B1	2
bb_f_89	bb	f	89	9	H5	40
bb_f_90	bb	f	90	9	H1	8
bb_f_158	bb	f	158	9	A10	73
bb_f_222	bb	f	222	9	H9	72
bb_f_247	bb	f	247	9	B10	74
bb_f_297	bb	f	297	9	E6	45
bb_f_306	bb	f	306	9	G3	23
bb_f_320	bb	f	320	9	A6	41
bb_s_31	bb	s	31	9	E7	53
bb_s_84	bb	s	84	9	B6	42
bb_s_98	bb	s	98	9	C7	51
bb_s_160	bb	s	160	9	A4	25
bb_s_176	bb	s	176	9	D8	60
bb_s_207	bb	s	207	9	F10	78
bb_s_225	bb	s	225	9	C6	43
bb_s_234	bb	s	234	9	G1	7
bb_s_253	bb	s	253	9	A3	17
bb_s_290	bb	s	290	9	B5	34
bb_s_299	bb	s	299	9	F5	38
bb_s_301	bb	s	301	9	F8	62
cl_f_45	cl	f	45	9	G4	31
